909215482351439876,ALEX,2,0,CALUM
909215514978869252,ISAAC,3,1,JON
909215548931809284,JON,6,5,ALEX
909215576836513796,ISAAC,2,0,CALUM
909425359229210629,ISAAC,1,2,CALUM
909429943809044486,ISAAC,3,1,JON
909430795047235588,ISAAC,2,1,CALUM
